experiment_id,run_group,study_stage,configuration_level,model_family,algorithm,dataset,model,data_dir,gpu_count,rollout_tp_size,actor_micro_batch,rollout_logprob_micro_batch,ref_logprob_micro_batch,vllm_gpu_memory_utilization,parameter_offload,optimizer_offload,free_cache_engine,max_prompt_length,max_response_length,max_model_len,max_num_seqs,rollout_n,train_batch_size,train_max_samples,val_max_samples,training_seed,total_training_steps,gpu_monitor_interval_ms,pair_id,risk_tier,condition,source_config_id,sequence,period
mr-cb-qwen25_1p5b-oracle-math-near_boundary-s72-p2-resident,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_1p5b,oracle_sppo,math,Qwen/Qwen2.5-1.5B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.8,False,False,False,512,512,1024,128,2,64,64,64,72,1,100,mr-cb-qwen25_1p5b-oracle-math-near_boundary-s72,near_boundary,resident,oracle_sppo|qwen25_1p5b|math|2gpu|rollout2|prompt512|response512|batch64|1|16|8|8|0.8|False|False|True|512|512|1024|2|64|128,release_first,2
mr-cb-qwen25_1p5b-oracle-math-near_boundary-s73-p2-release,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_1p5b,oracle_sppo,math,Qwen/Qwen2.5-1.5B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.8,False,False,True,512,512,1024,128,2,64,64,64,73,1,100,mr-cb-qwen25_1p5b-oracle-math-near_boundary-s73,near_boundary,release,oracle_sppo|qwen25_1p5b|math|2gpu|rollout2|prompt512|response512|batch64|1|16|8|8|0.8|False|False|True|512|512|1024|2|64|128,resident_first,2
mr-cb-qwen25_3b-grpo-gsm8k-near_boundary-s71-p2-resident,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_3b,grpo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.65,False,False,False,256,1024,1280,256,5,128,128,128,71,1,100,mr-cb-qwen25_3b-grpo-gsm8k-near_boundary-s71,near_boundary,resident,grpo|qwen25_3b|gsm8k|2gpu|rollout5|prompt256|response1024|batch128|1|16|8|8|0.65|False|False|True|256|1024|1280|5|128|256,release_first,2
mr-cb-qwen25_3b-grpo-gsm8k-near_boundary-s72-p2-release,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_3b,grpo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.65,False,False,True,256,1024,1280,256,5,128,128,128,72,1,100,mr-cb-qwen25_3b-grpo-gsm8k-near_boundary-s72,near_boundary,release,grpo|qwen25_3b|gsm8k|2gpu|rollout5|prompt256|response1024|batch128|1|16|8|8|0.65|False|False|True|256|1024|1280|5|128|256,resident_first,2
mr-cb-qwen25_3b-grpo-gsm8k-near_boundary-s73-p2-resident,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_3b,grpo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.65,False,False,False,256,1024,1280,256,5,128,128,128,73,1,100,mr-cb-qwen25_3b-grpo-gsm8k-near_boundary-s73,near_boundary,resident,grpo|qwen25_3b|gsm8k|2gpu|rollout5|prompt256|response1024|batch128|1|16|8|8|0.65|False|False|True|256|1024|1280|5|128|256,release_first,2
mr-cb-qwen25_3b-grpo-gsm8k-safe_margin-s71-p2-release,major_revision_residency_counterbalanced,confirmatory,safe_margin,qwen25_3b,grpo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,1,4,4,0.3,True,False,True,1024,2048,3072,64,2,32,32,32,71,1,100,mr-cb-qwen25_3b-grpo-gsm8k-safe_margin-s71,safe_margin,release,grpo|qwen25_3b|gsm8k|2gpu|rollout2|prompt1024|response2048|batch32|1|1|4|4|0.3|True|False|True|1024|2048|3072|2|32|64,resident_first,2
mr-cb-qwen25_3b-grpo-gsm8k-safe_margin-s72-p2-resident,major_revision_residency_counterbalanced,confirmatory,safe_margin,qwen25_3b,grpo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,1,4,4,0.3,True,False,False,1024,2048,3072,64,2,32,32,32,72,1,100,mr-cb-qwen25_3b-grpo-gsm8k-safe_margin-s72,safe_margin,resident,grpo|qwen25_3b|gsm8k|2gpu|rollout2|prompt1024|response2048|batch32|1|1|4|4|0.3|True|False|True|1024|2048|3072|2|32|64,release_first,2
mr-cb-qwen25_3b-grpo-gsm8k-safe_margin-s73-p2-release,major_revision_residency_counterbalanced,confirmatory,safe_margin,qwen25_3b,grpo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,1,4,4,0.3,True,False,True,1024,2048,3072,64,2,32,32,32,73,1,100,mr-cb-qwen25_3b-grpo-gsm8k-safe_margin-s73,safe_margin,release,grpo|qwen25_3b|gsm8k|2gpu|rollout2|prompt1024|response2048|batch32|1|1|4|4|0.3|True|False|True|1024|2048|3072|2|32|64,resident_first,2
mr-cb-qwen25_3b-grpo-math-near_boundary-s71-p2-resident,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_3b,grpo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.65,False,False,False,1792,1024,2816,256,5,128,128,128,71,1,100,mr-cb-qwen25_3b-grpo-math-near_boundary-s71,near_boundary,resident,grpo|qwen25_3b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|16|8|8|0.65|False|False|True|1792|1024|2816|5|128|256,release_first,2
mr-cb-qwen25_3b-grpo-math-near_boundary-s72-p2-release,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_3b,grpo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.65,False,False,True,1792,1024,2816,256,5,128,128,128,72,1,100,mr-cb-qwen25_3b-grpo-math-near_boundary-s72,near_boundary,release,grpo|qwen25_3b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|16|8|8|0.65|False|False|True|1792|1024|2816|5|128|256,resident_first,2
mr-cb-qwen25_3b-grpo-math-near_boundary-s73-p2-resident,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_3b,grpo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.65,False,False,False,1792,1024,2816,256,5,128,128,128,73,1,100,mr-cb-qwen25_3b-grpo-math-near_boundary-s73,near_boundary,resident,grpo|qwen25_3b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|16|8|8|0.65|False|False|True|1792|1024|2816|5|128|256,release_first,2
mr-cb-qwen25_3b-grpo-math-safe_margin-s71-p2-release,major_revision_residency_counterbalanced,confirmatory,safe_margin,qwen25_3b,grpo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,2,8,8,0.35,True,False,True,1792,1024,2816,256,5,128,128,128,71,1,100,mr-cb-qwen25_3b-grpo-math-safe_margin-s71,safe_margin,release,grpo|qwen25_3b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|2|8|8|0.35|True|False|True|1792|1024|2816|5|128|256,resident_first,2
mr-cb-qwen25_3b-grpo-math-safe_margin-s72-p2-resident,major_revision_residency_counterbalanced,confirmatory,safe_margin,qwen25_3b,grpo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,2,8,8,0.35,True,False,False,1792,1024,2816,256,5,128,128,128,72,1,100,mr-cb-qwen25_3b-grpo-math-safe_margin-s72,safe_margin,resident,grpo|qwen25_3b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|2|8|8|0.35|True|False|True|1792|1024|2816|5|128|256,release_first,2
mr-cb-qwen25_3b-grpo-math-safe_margin-s73-p2-release,major_revision_residency_counterbalanced,confirmatory,safe_margin,qwen25_3b,grpo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,2,8,8,0.35,True,False,True,1792,1024,2816,256,5,128,128,128,73,1,100,mr-cb-qwen25_3b-grpo-math-safe_margin-s73,safe_margin,release,grpo|qwen25_3b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|2|8|8|0.35|True|False|True|1792|1024|2816|5|128|256,resident_first,2
mr-cb-qwen25_3b-oracle-gsm8k-near_boundary-s71-p2-resident,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.65,False,False,False,256,512,768,256,2,128,128,128,71,1,100,mr-cb-qwen25_3b-oracle-gsm8k-near_boundary-s71,near_boundary,resident,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout2|prompt256|response512|batch128|1|16|8|8|0.65|False|False|True|256|512|768|2|128|256,release_first,2
mr-cb-qwen25_3b-oracle-gsm8k-near_boundary-s72-p2-release,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.65,False,False,True,256,512,768,256,2,128,128,128,72,1,100,mr-cb-qwen25_3b-oracle-gsm8k-near_boundary-s72,near_boundary,release,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout2|prompt256|response512|batch128|1|16|8|8|0.65|False|False|True|256|512|768|2|128|256,resident_first,2
mr-cb-qwen25_3b-oracle-gsm8k-near_boundary-s73-p2-resident,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.65,False,False,False,256,512,768,256,2,128,128,128,73,1,100,mr-cb-qwen25_3b-oracle-gsm8k-near_boundary-s73,near_boundary,resident,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout2|prompt256|response512|batch128|1|16|8|8|0.65|False|False|True|256|512|768|2|128|256,release_first,2
mr-cb-qwen25_3b-oracle-gsm8k-safe_margin-s71-p2-release,major_revision_residency_counterbalanced,confirmatory,safe_margin,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,1,4,4,0.3,True,False,True,1024,2048,3072,64,2,32,32,32,71,1,100,mr-cb-qwen25_3b-oracle-gsm8k-safe_margin-s71,safe_margin,release,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout2|prompt1024|response2048|batch32|1|1|4|4|0.3|True|False|True|1024|2048|3072|2|32|64,resident_first,2
mr-cb-qwen25_3b-oracle-gsm8k-safe_margin-s72-p2-resident,major_revision_residency_counterbalanced,confirmatory,safe_margin,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,1,4,4,0.3,True,False,False,1024,2048,3072,64,2,32,32,32,72,1,100,mr-cb-qwen25_3b-oracle-gsm8k-safe_margin-s72,safe_margin,resident,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout2|prompt1024|response2048|batch32|1|1|4|4|0.3|True|False|True|1024|2048|3072|2|32|64,release_first,2
mr-cb-qwen25_3b-oracle-gsm8k-safe_margin-s73-p2-release,major_revision_residency_counterbalanced,confirmatory,safe_margin,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,1,4,4,0.3,True,False,True,1024,2048,3072,64,2,32,32,32,73,1,100,mr-cb-qwen25_3b-oracle-gsm8k-safe_margin-s73,safe_margin,release,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout2|prompt1024|response2048|batch32|1|1|4|4|0.3|True|False|True|1024|2048|3072|2|32|64,resident_first,2
mr-cb-qwen25_3b-oracle-math-near_boundary-s71-p2-resident,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.65,False,False,False,1536,1024,2560,256,5,128,128,128,71,1,100,mr-cb-qwen25_3b-oracle-math-near_boundary-s71,near_boundary,resident,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.65|False|False|True|1536|1024|2560|5|128|256,release_first,2
mr-cb-qwen25_3b-oracle-math-near_boundary-s72-p2-release,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.65,False,False,True,1536,1024,2560,256,5,128,128,128,72,1,100,mr-cb-qwen25_3b-oracle-math-near_boundary-s72,near_boundary,release,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.65|False|False|True|1536|1024|2560|5|128|256,resident_first,2
mr-cb-qwen25_3b-oracle-math-near_boundary-s73-p2-resident,major_revision_residency_counterbalanced,confirmatory,near_boundary,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.65,False,False,False,1536,1024,2560,256,5,128,128,128,73,1,100,mr-cb-qwen25_3b-oracle-math-near_boundary-s73,near_boundary,resident,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.65|False|False|True|1536|1024|2560|5|128|256,release_first,2
mr-cb-qwen25_3b-oracle-math-safe_margin-s71-p2-release,major_revision_residency_counterbalanced,confirmatory,safe_margin,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,2,8,8,0.35,True,False,True,512,512,1024,128,2,64,64,64,71,1,100,mr-cb-qwen25_3b-oracle-math-safe_margin-s71,safe_margin,release,oracle_sppo|qwen25_3b|math|2gpu|rollout2|prompt512|response512|batch64|1|2|8|8|0.35|True|False|True|512|512|1024|2|64|128,resident_first,2
mr-cb-qwen25_3b-oracle-math-safe_margin-s72-p2-resident,major_revision_residency_counterbalanced,confirmatory,safe_margin,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,2,8,8,0.35,True,False,False,512,512,1024,128,2,64,64,64,72,1,100,mr-cb-qwen25_3b-oracle-math-safe_margin-s72,safe_margin,resident,oracle_sppo|qwen25_3b|math|2gpu|rollout2|prompt512|response512|batch64|1|2|8|8|0.35|True|False|True|512|512|1024|2|64|128,release_first,2
mr-cb-qwen25_3b-oracle-math-safe_margin-s73-p2-release,major_revision_residency_counterbalanced,confirmatory,safe_margin,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,2,8,8,0.35,True,False,True,512,512,1024,128,2,64,64,64,73,1,100,mr-cb-qwen25_3b-oracle-math-safe_margin-s73,safe_margin,release,oracle_sppo|qwen25_3b|math|2gpu|rollout2|prompt512|response512|batch64|1|2|8|8|0.35|True|False|True|512|512|1024|2|64|128,resident_first,2
