experiment_id,run_group,study_stage,configuration_level,model_family,algorithm,dataset,model,data_dir,gpu_count,rollout_tp_size,actor_micro_batch,rollout_logprob_micro_batch,ref_logprob_micro_batch,vllm_gpu_memory_utilization,parameter_offload,optimizer_offload,free_cache_engine,max_prompt_length,max_response_length,max_model_len,max_num_seqs,rollout_n,train_batch_size,train_max_samples,val_max_samples,training_seed,total_training_steps,gpu_monitor_interval_ms,risk_regime,source_config_id,source_one_step_success,source_one_step_safe,source_one_step_peak_mib,source_failure_kind
v2time-grpo-math-qwen25_1p5b-safe_margin-s42,benchmark_v2_temporal_confirmatory,confirmatory,safe_margin,qwen25_1p5b,grpo,math,Qwen/Qwen2.5-1.5B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,4,8,8,0.5,False,False,True,1792,1024,2816,256,5,128,-1,128,42,40,100,safe_margin,grpo|qwen25_1p5b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|4|8|8|0.5|False|False|True|1792|1024|2816|5|128|256,1,1,27770.0,
v2time-grpo-math-qwen25_1p5b-safe_margin-s43,benchmark_v2_temporal_confirmatory,confirmatory,safe_margin,qwen25_1p5b,grpo,math,Qwen/Qwen2.5-1.5B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,4,8,8,0.5,False,False,True,1792,1024,2816,256,5,128,-1,128,43,40,100,safe_margin,grpo|qwen25_1p5b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|4|8|8|0.5|False|False|True|1792|1024|2816|5|128|256,1,1,27770.0,
v2time-grpo-math-qwen25_1p5b-near_boundary-s41,benchmark_v2_temporal_confirmatory,confirmatory,near_boundary,qwen25_1p5b,grpo,math,Qwen/Qwen2.5-1.5B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,4,8,8,0.65,False,False,True,1792,1024,2816,256,5,128,-1,128,41,40,100,near_boundary,grpo|qwen25_1p5b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|4|8|8|0.65|False|False|True|1792|1024|2816|5|128|256,1,1,33824.0,
v2time-grpo-math-qwen25_1p5b-near_boundary-s42,benchmark_v2_temporal_confirmatory,confirmatory,near_boundary,qwen25_1p5b,grpo,math,Qwen/Qwen2.5-1.5B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,4,8,8,0.65,False,False,True,1792,1024,2816,256,5,128,-1,128,42,40,100,near_boundary,grpo|qwen25_1p5b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|4|8|8|0.65|False|False|True|1792|1024|2816|5|128|256,1,1,33824.0,
v2time-grpo-math-qwen25_1p5b-near_boundary-s43,benchmark_v2_temporal_confirmatory,confirmatory,near_boundary,qwen25_1p5b,grpo,math,Qwen/Qwen2.5-1.5B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,4,8,8,0.65,False,False,True,1792,1024,2816,256,5,128,-1,128,43,40,100,near_boundary,grpo|qwen25_1p5b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|4|8|8|0.65|False|False|True|1792|1024|2816|5|128|256,1,1,33824.0,
v2time-grpo-math-qwen25_1p5b-one_step_unsafe-s41,benchmark_v2_temporal_confirmatory,confirmatory,one_step_unsafe,qwen25_1p5b,grpo,math,Qwen/Qwen2.5-1.5B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.8,False,False,True,1792,1024,2816,256,5,128,-1,128,41,40,100,one_step_unsafe,grpo|qwen25_1p5b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|16|8|8|0.8|False|False|True|1792|1024|2816|5|128|256,1,0,40010.0,
v2time-grpo-math-qwen25_1p5b-one_step_unsafe-s42,benchmark_v2_temporal_confirmatory,confirmatory,one_step_unsafe,qwen25_1p5b,grpo,math,Qwen/Qwen2.5-1.5B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.8,False,False,True,1792,1024,2816,256,5,128,-1,128,42,40,100,one_step_unsafe,grpo|qwen25_1p5b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|16|8|8|0.8|False|False|True|1792|1024|2816|5|128|256,1,0,40010.0,
v2time-grpo-math-qwen25_1p5b-one_step_unsafe-s43,benchmark_v2_temporal_confirmatory,confirmatory,one_step_unsafe,qwen25_1p5b,grpo,math,Qwen/Qwen2.5-1.5B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.8,False,False,True,1792,1024,2816,256,5,128,-1,128,43,40,100,one_step_unsafe,grpo|qwen25_1p5b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|16|8|8|0.8|False|False|True|1792|1024|2816|5|128|256,1,0,40010.0,
v2time-oracle-gsm8k-qwen25_3b-safe_margin-s41,benchmark_v2_temporal_confirmatory,confirmatory,safe_margin,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.5,False,False,True,512,1024,32768,256,5,128,-1,128,41,40,100,safe_margin,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|16|8|8|0.5|False|False|True|512|1024|32768|5|128|256,1,1,30008.0,
v2time-oracle-gsm8k-qwen25_3b-safe_margin-s42,benchmark_v2_temporal_confirmatory,confirmatory,safe_margin,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.5,False,False,True,512,1024,32768,256,5,128,-1,128,42,40,100,safe_margin,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|16|8|8|0.5|False|False|True|512|1024|32768|5|128|256,1,1,30008.0,
v2time-oracle-gsm8k-qwen25_3b-safe_margin-s43,benchmark_v2_temporal_confirmatory,confirmatory,safe_margin,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.5,False,False,True,512,1024,32768,256,5,128,-1,128,43,40,100,safe_margin,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|16|8|8|0.5|False|False|True|512|1024|32768|5|128|256,1,1,30008.0,
v2time-oracle-gsm8k-qwen25_3b-near_boundary-s41,benchmark_v2_temporal_confirmatory,confirmatory,near_boundary,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,4,8,8,0.65,False,False,True,512,1024,32768,256,5,128,-1,128,41,40,100,near_boundary,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|4|8|8|0.65|False|False|True|512|1024|32768|5|128|256,1,1,36056.0,
v2time-oracle-gsm8k-qwen25_3b-near_boundary-s42,benchmark_v2_temporal_confirmatory,confirmatory,near_boundary,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,4,8,8,0.65,False,False,True,512,1024,32768,256,5,128,-1,128,42,40,100,near_boundary,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|4|8|8|0.65|False|False|True|512|1024|32768|5|128|256,1,1,36056.0,
v2time-oracle-gsm8k-qwen25_3b-near_boundary-s43,benchmark_v2_temporal_confirmatory,confirmatory,near_boundary,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,4,8,8,0.65,False,False,True,512,1024,32768,256,5,128,-1,128,43,40,100,near_boundary,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|4|8|8|0.65|False|False|True|512|1024|32768|5|128|256,1,1,36056.0,
v2time-oracle-gsm8k-qwen25_3b-one_step_unsafe-s41,benchmark_v2_temporal_confirmatory,confirmatory,one_step_unsafe,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.8,False,False,True,512,1024,32768,256,5,128,-1,128,41,40,100,one_step_unsafe,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|16|8|8|0.8|False|False|True|512|1024|32768|5|128|256,0,0,40954.0,weight_sync_oom
v2time-oracle-gsm8k-qwen25_3b-one_step_unsafe-s42,benchmark_v2_temporal_confirmatory,confirmatory,one_step_unsafe,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.8,False,False,True,512,1024,32768,256,5,128,-1,128,42,40,100,one_step_unsafe,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|16|8|8|0.8|False|False|True|512|1024|32768|5|128|256,0,0,40954.0,weight_sync_oom
v2time-oracle-gsm8k-qwen25_3b-one_step_unsafe-s43,benchmark_v2_temporal_confirmatory,confirmatory,one_step_unsafe,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.8,False,False,True,512,1024,32768,256,5,128,-1,128,43,40,100,one_step_unsafe,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|16|8|8|0.8|False|False|True|512|1024|32768|5|128|256,0,0,40954.0,weight_sync_oom
v2time-oracle-math-qwen25_3b-safe_margin-s41,benchmark_v2_temporal_confirmatory,confirmatory,safe_margin,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.5,False,False,True,1536,1024,2560,256,5,128,-1,128,41,40,100,safe_margin,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.5|False|False|True|1536|1024|2560|5|128|256,1,1,30008.0,
v2time-oracle-math-qwen25_3b-safe_margin-s42,benchmark_v2_temporal_confirmatory,confirmatory,safe_margin,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.5,False,False,True,1536,1024,2560,256,5,128,-1,128,42,40,100,safe_margin,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.5|False|False|True|1536|1024|2560|5|128|256,1,1,30008.0,
v2time-oracle-math-qwen25_3b-safe_margin-s43,benchmark_v2_temporal_confirmatory,confirmatory,safe_margin,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.5,False,False,True,1536,1024,2560,256,5,128,-1,128,43,40,100,safe_margin,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.5|False|False|True|1536|1024|2560|5|128|256,1,1,30008.0,
v2time-oracle-math-qwen25_3b-near_boundary-s41,benchmark_v2_temporal_confirmatory,confirmatory,near_boundary,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.65,False,False,True,1536,1024,2560,256,5,128,-1,128,41,40,100,near_boundary,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.65|False|False|True|1536|1024|2560|5|128|256,1,1,36362.0,
v2time-oracle-math-qwen25_3b-near_boundary-s42,benchmark_v2_temporal_confirmatory,confirmatory,near_boundary,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.65,False,False,True,1536,1024,2560,256,5,128,-1,128,42,40,100,near_boundary,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.65|False|False|True|1536|1024|2560|5|128|256,1,1,36362.0,
v2time-oracle-math-qwen25_3b-near_boundary-s43,benchmark_v2_temporal_confirmatory,confirmatory,near_boundary,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.65,False,False,True,1536,1024,2560,256,5,128,-1,128,43,40,100,near_boundary,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.65|False|False|True|1536|1024|2560|5|128|256,1,1,36362.0,
v2time-oracle-math-qwen25_3b-one_step_unsafe-s41,benchmark_v2_temporal_confirmatory,confirmatory,one_step_unsafe,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,4,8,8,0.8,False,False,True,1536,1024,2560,256,5,128,-1,128,41,40,100,one_step_unsafe,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|4|8|8|0.8|False|False|True|1536|1024|2560|5|128|256,0,0,40954.0,rollout_init_memory
v2time-oracle-math-qwen25_3b-one_step_unsafe-s42,benchmark_v2_temporal_confirmatory,confirmatory,one_step_unsafe,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,4,8,8,0.8,False,False,True,1536,1024,2560,256,5,128,-1,128,42,40,100,one_step_unsafe,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|4|8|8|0.8|False|False|True|1536|1024|2560|5|128|256,0,0,40954.0,rollout_init_memory
v2time-oracle-math-qwen25_3b-one_step_unsafe-s43,benchmark_v2_temporal_confirmatory,confirmatory,one_step_unsafe,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,4,8,8,0.8,False,False,True,1536,1024,2560,256,5,128,-1,128,43,40,100,one_step_unsafe,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|4|8|8|0.8|False|False|True|1536|1024|2560|5|128|256,0,0,40954.0,rollout_init_memory
