experiment_id,run_group,study_stage,configuration_level,model_family,algorithm,dataset,model,data_dir,gpu_count,rollout_tp_size,actor_micro_batch,rollout_logprob_micro_batch,ref_logprob_micro_batch,vllm_gpu_memory_utilization,parameter_offload,optimizer_offload,free_cache_engine,max_prompt_length,max_response_length,max_model_len,max_num_seqs,rollout_n,train_batch_size,train_max_samples,val_max_samples,training_seed,total_training_steps,gpu_monitor_interval_ms,risk_regime,source_config_id,source_one_step_success,source_one_step_safe,source_one_step_peak_mib,source_failure_kind,save_freq,test_freq,val_before_train
strong-time-grpo-math-qwen25_1p5b-near_boundary-s92,strengthening_temporal_phases,confirmatory,near_boundary,qwen25_1p5b,grpo,math,Qwen/Qwen2.5-1.5B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,4,8,8,0.65,False,False,True,1792,1024,2816,256,5,128,-1,128,92,100,100,near_boundary,grpo|qwen25_1p5b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|4|8|8|0.65|False|False|True|1792|1024|2816|5|128|256,1,1,33824.0,,80,20,True
strong-time-grpo-math-qwen25_1p5b-near_boundary-s93,strengthening_temporal_phases,confirmatory,near_boundary,qwen25_1p5b,grpo,math,Qwen/Qwen2.5-1.5B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,4,8,8,0.65,False,False,True,1792,1024,2816,256,5,128,-1,128,93,100,100,near_boundary,grpo|qwen25_1p5b|math|2gpu|rollout5|prompt1792|response1024|batch128|1|4|8|8|0.65|False|False|True|1792|1024|2816|5|128|256,1,1,33824.0,,80,20,True
strong-time-oracle-gsm8k-qwen25_3b-safe_margin-s91,strengthening_temporal_phases,confirmatory,safe_margin,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.5,False,False,True,512,1024,32768,256,5,128,-1,128,91,100,100,safe_margin,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|16|8|8|0.5|False|False|True|512|1024|32768|5|128|256,1,1,30008.0,,80,20,True
strong-time-oracle-gsm8k-qwen25_3b-safe_margin-s92,strengthening_temporal_phases,confirmatory,safe_margin,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.5,False,False,True,512,1024,32768,256,5,128,-1,128,92,100,100,safe_margin,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|16|8|8|0.5|False|False|True|512|1024|32768|5|128|256,1,1,30008.0,,80,20,True
strong-time-oracle-gsm8k-qwen25_3b-safe_margin-s93,strengthening_temporal_phases,confirmatory,safe_margin,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,16,8,8,0.5,False,False,True,512,1024,32768,256,5,128,-1,128,93,100,100,safe_margin,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|16|8|8|0.5|False|False|True|512|1024|32768|5|128|256,1,1,30008.0,,80,20,True
strong-time-oracle-gsm8k-qwen25_3b-near_boundary-s91,strengthening_temporal_phases,confirmatory,near_boundary,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,4,8,8,0.65,False,False,True,512,1024,32768,256,5,128,-1,128,91,100,100,near_boundary,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|4|8|8|0.65|False|False|True|512|1024|32768|5|128|256,1,1,36056.0,,80,20,True
strong-time-oracle-gsm8k-qwen25_3b-near_boundary-s92,strengthening_temporal_phases,confirmatory,near_boundary,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,4,8,8,0.65,False,False,True,512,1024,32768,256,5,128,-1,128,92,100,100,near_boundary,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|4|8|8|0.65|False|False|True|512|1024|32768|5|128|256,1,1,36056.0,,80,20,True
strong-time-oracle-gsm8k-qwen25_3b-near_boundary-s93,strengthening_temporal_phases,confirmatory,near_boundary,qwen25_3b,oracle_sppo,gsm8k,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/gsm8k,2,1,4,8,8,0.65,False,False,True,512,1024,32768,256,5,128,-1,128,93,100,100,near_boundary,oracle_sppo|qwen25_3b|gsm8k|2gpu|rollout5|prompt512|response1024|batch128|1|4|8|8|0.65|False|False|True|512|1024|32768|5|128|256,1,1,36056.0,,80,20,True
strong-time-oracle-math-qwen25_3b-safe_margin-s91,strengthening_temporal_phases,confirmatory,safe_margin,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.5,False,False,True,1536,1024,2560,256,5,128,-1,128,91,100,100,safe_margin,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.5|False|False|True|1536|1024|2560|5|128|256,1,1,30008.0,,80,20,True
strong-time-oracle-math-qwen25_3b-safe_margin-s92,strengthening_temporal_phases,confirmatory,safe_margin,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.5,False,False,True,1536,1024,2560,256,5,128,-1,128,92,100,100,safe_margin,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.5|False|False|True|1536|1024|2560|5|128|256,1,1,30008.0,,80,20,True
strong-time-oracle-math-qwen25_3b-safe_margin-s93,strengthening_temporal_phases,confirmatory,safe_margin,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.5,False,False,True,1536,1024,2560,256,5,128,-1,128,93,100,100,safe_margin,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.5|False|False|True|1536|1024|2560|5|128|256,1,1,30008.0,,80,20,True
strong-time-oracle-math-qwen25_3b-near_boundary-s91,strengthening_temporal_phases,confirmatory,near_boundary,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.65,False,False,True,1536,1024,2560,256,5,128,-1,128,91,100,100,near_boundary,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.65|False|False|True|1536|1024|2560|5|128|256,1,1,36362.0,,80,20,True
strong-time-oracle-math-qwen25_3b-near_boundary-s92,strengthening_temporal_phases,confirmatory,near_boundary,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.65,False,False,True,1536,1024,2560,256,5,128,-1,128,92,100,100,near_boundary,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.65|False|False|True|1536|1024|2560|5|128|256,1,1,36362.0,,80,20,True
strong-time-oracle-math-qwen25_3b-near_boundary-s93,strengthening_temporal_phases,confirmatory,near_boundary,qwen25_3b,oracle_sppo,math,Qwen/Qwen2.5-3B-Instruct,/mnt/proj3/open-35-44/verl/rl/data/math,2,1,16,8,8,0.65,False,False,True,1536,1024,2560,256,5,128,-1,128,93,100,100,near_boundary,oracle_sppo|qwen25_3b|math|2gpu|rollout5|prompt1536|response1024|batch128|1|16|8|8|0.65|False|False|True|1536|1024|2560|5|128|256,1,1,36362.0,,80,20,True
